argument_id|topic|unitType|content
147| 700 mile US Mexico border fence|premise|In general, coyotes will always respond to difficulties with effective counter measures that enable them to do business, and shuttle illegal immigrants across.
148| 700 mile US Mexico border fence|conclusion|"""Virtual fences"" have had poor historical results."
148| 700 mile US Mexico border fence|premise|According to , the Homeland Security inspector general reported in December that since 1998, the Department of Homeland Security and the former Immigration and Naturalization Service spent $429 million on video and remote surveillance on the borders.
149| 700 mile US Mexico border fence|conclusion|The roads required for building a border fence may actually aid illegal immigration.
149| 700 mile US Mexico border fence|premise|Roads need to be built to enable the construction of a border barrier.
150| 700 mile US Mexico border fence|conclusion|A 700 mile fence will help secure the southern US border against a number of threats.
150| 700 mile US Mexico border fence|premise|"""The increased smuggling of drugs, humans and who-knows-what-else through a burgeoning international trade route through Nuevo Laredo, Mexico, and Laredo, Texas, is unsettling."
151| 700 mile US Mexico border fence|conclusion|Border fences do not decrease smuggling.
151| 700 mile US Mexico border fence|premise|Smuggling typically occurs in vehicles and often over legitimate passageways.
152| 700 mile US Mexico border fence|conclusion|Greater border efforts actually incentivizes more organized crime.
152| 700 mile US Mexico border fence|premise|By increasing border controls, it becomes increasingly important for criminals to organize their efforts.
153| 700 mile US Mexico border fence|conclusion|The US-Mexico border has not been an entry point for terrorists.
153| 700 mile US Mexico border fence|premise|Few if any high profile terrorists have entered the country through the US-Mexico border.
154| 700 mile US Mexico border fence|conclusion|700 mile fence damages diplomacy and intelligence sharing.
154| 700 mile US Mexico border fence|premise|"""If security measures offend public values, we may see a considerable decrease in public support, reduced participation by U."
155| 700 mile US Mexico border fence|conclusion|9/11 Commission didn't recommend building a border barrier.
155| 700 mile US Mexico border fence|premise|"""Just ask the 9/11 Commissioners."
156| 700 mile US Mexico border fence|conclusion|The 700 mile fence is not relatively expensive.
156| 700 mile US Mexico border fence|premise|The roughly $2 billion price tag of the fence is not particularly high.
157| 700 mile US Mexico border fence|conclusion|A 700-mile fence will reduce long-term border security costs.
157| 700 mile US Mexico border fence|premise|A border fence will reduce the costs of paroling the border by billions of dollars over time.
158| 700 mile US Mexico border fence|conclusion|Planed breaks in the 700 mile fence are filled by mountainous terrain .
158| 700 mile US Mexico border fence|premise|While it is accurate that the fence will not be built in areas of treacherous terrain, the very nature of that terrain will provide a sufficient barrier to illegal crossings.
159| 700 mile US Mexico border fence|conclusion|US border towns should not be benefiting from shoppers that cross illegally.
159| 700 mile US Mexico border fence|premise|Some opponents of a fence contend that it might harm shopping from consumers that cross the border illegally.
160| 700 mile US Mexico border fence|conclusion|The maintenance of the US border fence would be costly.
160| 700 mile US Mexico border fence|premise|According to some sources, maintenance is not being fully accounted for in the bill's cost projections.
161| 700 mile US Mexico border fence|conclusion|A border fence would not be as effective as other measures.
161| 700 mile US Mexico border fence|premise|Boots on the ground and drones in the air are the most important thing.
162| 700 mile US Mexico border fence|conclusion|US education and health care are more important than building a border fence.
162| 700 mile US Mexico border fence|premise|While a border fence may seem important, there are other more pressing matters in US domestic policy, including improving education and health care.
163| 700 mile US Mexico border fence|conclusion|The 700-mile fence will cut off border towns from customers.
163| 700 mile US Mexico border fence|premise|Many customers cross the border to shop.
164| 700 mile US Mexico border fence|conclusion|A border fence could help stem pollution from Illegal immigrants.
164| 700 mile US Mexico border fence|premise|"""WND columnist and blogger Michelle Malkin points to an Arizona Daily Star report revealing the massive migration of illegal aliens across the wilderness has created its own environmental problem, with millions of pounds of trash left behind."
165| 700 mile US Mexico border fence|conclusion|A border fence would bisect natural habitats and migrations.
165| 700 mile US Mexico border fence|premise|"""Endangered species move back and forth across the water."
166| 700 mile US Mexico border fence|conclusion|Good fences make good neighbors.
166| 700 mile US Mexico border fence|premise|"This is a quote from Robert Frost's, ""Mending Wall""."
167| 700 mile US Mexico border fence|conclusion|Remittances are an interest underlying Latin American governments opposition to the border wall.
167| 700 mile US Mexico border fence|premise|In 2005, legal and illegal immigrants from Latin America and the Caribbean sent home $45 billion in remittances.
173| Abolishing intellectual property rights|conclusion|Intellectual property harms general public of developing nations.
173| Abolishing intellectual property rights|premise|Intellectual property rights harm the general public of developing nations, whom cannot afford to purchase foreign products, but still require the same funtionality or design of foreign products.
174| Abolishing intellectual property rights|conclusion|Intellectual property helps sustain businesses, employment.
174| Abolishing intellectual property rights|premise|Intellectual property helps the general public of whom are employed by companies facing financial turmoil caused by competing companies counterfeiting and undercutting their products.
175| Abolishing intellectual property rights|conclusion|In a communist society there is no monetary incentive.
175| Abolishing intellectual property rights|premise|Everything is distributed freely and equally to everyone.
176| Abolishing intellectual property rights|conclusion|Intellectual property rights help ration scarce resources.
176| Abolishing intellectual property rights|premise|"Eben Moglen dotCommunist Manifesto - ""Society confronts the simple fact that when everyone can possess every intellectual work of beauty and utility--reaping all the human value of every increase of knowledge--at the same cost that any one person can possess them, it is no longer moral to exclude."
